Gene1,Gene2,Ka,Ks,Ka/Ks,Species,Organism_Name
LOC116774620,LOC116775376,0.9452766155451742,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774620,LOC116775356,0.9644400585550787,2.3803556545998767,0.4051663694420467,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774620,LOC116775897,1.1300276169538574,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774620,LOC116766387,1.0793840226164884,4.0605923550506455,0.2658193505373493,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774620,LOC116775145,0.9021388719915066,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774620,LOC133318724,0.9156126371867797,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774620,LOC116766567,1.0112603409568046,2.7014444844956254,0.3743405969512686,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774620,LOC116775146,0.9078686389296342,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774620,LOC116776035,0.990119752837124,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774620,LOC116776034,1.0334523548427104,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774620,LOC116768511,1.0798462028791294,2.3101944702561483,0.4674265378011223,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774620,LOC116768502,1.1004784659800966,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774620,LOC116778464,1.1905553427712716,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774620,LOC116778466,1.1295873399323222,3.404117684727197,0.3318296970167311,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC133318717,0.3745708761844887,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116765332,0.391404671564476,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116779370,0.3799187094831883,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC133318730,0.389804537519639,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC133318729,0.4009038450095812,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC133319213,0.4009126204828758,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC133318733,0.4055106901905456,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116779369,0.4040840431724332,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116779371,0.3963215704672718,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116779809,0.4071850762703283,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC133319079,0.4102475862180508,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116779372,0.4122049302308168,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116779368,0.4296421010358227,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116774836,0.4576946405656332,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116774856,0.4626177883174982,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116774834,0.4932239181164058,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116774852,0.5179041759232599,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116774913,0.461838978236521,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116778787,0.5112449206714647,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC133320456,0.5142445668932052,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116777028,0.5169386832443366,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC133320454,0.5186529208342346,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC133320452,0.5169000716577541,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC133320455,0.5125773606229473,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC133320493,0.5214289761619021,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC133320435,0.5252925320993086,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116776806,0.5467052419461718,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774822,LOC116778974,0.5744772301949956,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773417,LOC116773418,0.8101362996301997,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773475,LOC116773479,0.1790681878774609,0.7551430687995464,0.2371314725329152,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773475,LOC116773527,0.4504840484729103,2.5909389413101573,0.1738690330715067,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773475,LOC116773391,0.4875377056746667,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773475,LOC116773500,0.4732293931809276,2.340501859925236,0.2021914194061116,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773475,LOC116773498,0.4894777561538358,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773475,LOC116773499,0.5237757673031229,3.3649435344332845,0.1556566289874864,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773475,LOC133320404,0.5268303377472967,2.288052640806394,0.2302527172458856,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773475,LOC116773474,0.5412230280616956,3.780528714024124,0.1431606711659119,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773475,LOC116773643,0.5402549847550308,2.0039728584958354,0.2695919670092445,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773475,LOC116776731,1.0022206641223386,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773474,LOC116773500,0.4946215879942908,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773474,LOC116773499,0.5209528837923076,3.247530434705597,0.1604150890242647,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773474,LOC116773391,0.5553399734676623,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773474,LOC116773498,0.5045349097496611,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773474,LOC116773479,0.5246597436018735,2.8565337531114583,0.18367006622288,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773474,LOC116773527,0.544407402434395,3.245969560052726,0.1677179629575922,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773474,LOC133320404,0.5809971735789243,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773474,LOC116773643,0.584735541371132,3.194894250524724,0.183021876631784,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773474,LOC116776731,0.9598415773947868,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773474,LOC116776742,0.9839528821306504,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773474,LOC116776900,0.9930293598736212,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773474,LOC116776743,0.9895864683574676,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773479,LOC116773391,0.4830902965035177,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773479,LOC116773527,0.4529270200346007,2.452099627156342,0.1847098768005003,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773479,LOC116773500,0.4883338594117221,2.6649788698947106,0.1832411749782524,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773479,LOC116773499,0.5087168573537559,3.0510004401618733,0.1667377200793735,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773479,LOC116773498,0.5185305071474904,3.554852933997237,0.1458655299600344,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773479,LOC133320404,0.5282297964219073,1.6764480216669333,0.3150886813041035,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773479,LOC116773643,0.5377429708785944,2.406816719186087,0.2234249773121248,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773479,LOC116776731,0.9648386750980164,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773479,LOC116776742,1.0615292714004614,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773479,LOC116776900,1.0553796942855946,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773479,LOC116776743,1.0411956975689507,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773527,LOC116773391,0.4947282078128653,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773527,LOC116773500,0.5269528798569386,3.14497899958657,0.1675537038327474,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773527,LOC116773499,0.5271025074536908,2.231934435949343,0.2361639746059521,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773527,LOC116773498,0.5258152421649032,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773527,LOC116773643,0.5811301321763749,3.899941339970266,0.1490099674629479,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773527,LOC133320404,0.5430765669735843,1.9435381413016093,0.2794267606242498,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773527,LOC133319139,0.840410944761955,1.9247554965253493,0.4366325729575006,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773527,LOC133319423,0.8834112443417427,2.019557834864649,0.4374280493932717,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773527,LOC116776742,0.942831044309662,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773527,LOC116776900,0.9700751129242116,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773527,LOC116776743,0.9915538925767144,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773527,LOC116767771,1.1252135108482548,3.991247553213285,0.2819202507101733,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773498,LOC116773500,0.1072319061620251,0.618131582224762,0.173477475096935,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773498,LOC116773391,0.4961843694513541,5.675121359405873,0.0874314993509318,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773498,LOC116773499,0.4997405565277875,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773498,LOC116773643,0.5275005194002046,2.348432559377957,0.2246181255211036,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773498,LOC133320404,0.4994321055081218,3.137129634376445,0.1592003403478708,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773498,LOC116776731,0.9847416520523836,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773498,LOC116776742,1.0045929643254885,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773498,LOC116776743,0.9924209424342004,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773498,LOC116776900,1.020919366979078,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773500,LOC116773391,0.4894918644039071,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773500,LOC116773499,0.4839645372087472,2.967877633739313,0.1630675509350385,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773500,LOC133320404,0.5434535572965702,2.6068118712710278,0.2084744063374214,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773500,LOC116773643,0.5697421692594627,2.2644534206910336,0.2516025121353995,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773500,LOC116776731,0.9529787402417492,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773500,LOC116776742,1.0309544147702605,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773500,LOC116776900,1.0486954152872772,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773500,LOC116776743,1.0081393208267424,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC116773465,0.2490915746085613,0.9696689706801584,0.2568831035542367,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC133320399,0.6040640806175969,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC116773466,0.7799051036223399,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC116773467,0.5534402680170944,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC116768352,0.8319259074935506,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC116772923,0.7275467903321196,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC116768469,0.7821545031269778,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC116773303,0.8209787212491233,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC116772922,0.8135423823805837,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC116773341,0.8751944101242792,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC116773215,0.9797196528352528,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC116774188,1.1276399707248772,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC116773989,0.9166826512903544,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC116773993,0.7521682768869506,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC116768865,0.8794579001205975,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC133319342,0.921740583833396,2.9258298702650647,0.3150356051802462,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773464,LOC116771515,1.182645494252666,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770350,LOC116770088,0.6652005526744063,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770350,LOC116770270,0.6248205897736421,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770350,LOC116770130,0.6250306867920701,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770350,LOC116770269,0.6238424376985974,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770350,LOC116771405,0.7070471717611856,2.6427406222638314,0.2675431579643684,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770350,LOC116770431,0.6908749545037363,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770350,LOC116771523,0.7385192976728745,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770350,LOC116771625,0.6982243401945051,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770350,LOC116765669,0.7125285076328367,1.599318438081982,0.445520098228438,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770350,LOC116771501,0.739326397670608,1.352591631743438,0.5465998608298686,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770350,LOC116770154,0.8118768883333287,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770350,LOC116770155,0.8865146815040944,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770350,LOC116771434,1.2205923134525851,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116765754,LOC116766203,1.0622957392124524,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116778030,0.8278870093812567,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116777418,0.8237532856925407,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116777419,0.807818577228109,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116767957,0.7878403532088166,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC133319384,0.7866598639702447,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116765954,0.8779998016493566,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116776663,0.933316977434364,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116773130,0.8837310925482946,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116776387,0.8847273097565036,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116769370,0.8574721892833315,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116768043,0.8674118536671838,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116769661,0.9336283722788954,2.7065318904634834,0.3449537674278115,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116769411,0.878824267241623,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116767757,0.842851903122502,3.404272787612608,0.247586476086597,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116767121,0.9858678624583338,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116767943,1.0372438380397857,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116768833,0.9957591437140824,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776529,LOC116774744,1.1751379439000398,4.719509725381331,0.2489957669925322,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770863,LOC116770889,0.9982467906927516,3.160302456513069,0.3158706498599412,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770863,LOC116773701,1.017040288358972,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770863,LOC116770608,1.0097159012002308,2.734959065861856,0.3691886704278856,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770863,LOC116768662,1.1726816227930694,4.847940393023742,0.2418927477905,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116770863,LOC116771064,1.1778294999076326,2.7864729903965744,0.4226954662639678,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC133319139,LOC133319423,0.5960105980787194,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC133319139,LOC116776743,0.7028166859178036,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC133319139,LOC116776742,0.704428337683487,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC133319139,LOC116776900,0.7147858267397718,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC133319139,LOC116767771,0.7896475636664847,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC133319139,LOC116773643,0.9743677484205696,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116777708,LOC116777878,0.1562109516252828,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116777708,LOC116766502,0.7087373409289436,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116777708,LOC116774039,0.7644941220492905,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116777708,LOC116775934,0.8725258798560587,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116777708,LOC116775933,0.7866602507275311,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116777708,LOC116771448,0.9782259836387968,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116777708,LOC116766662,1.069308361722904,2.767672419908884,0.3863565478453939,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC133319423,LOC116776742,0.7929288669187817,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC133319423,LOC116776900,0.7877580574585392,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC133319423,LOC116776743,0.7799619500120518,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC133319423,LOC116767771,0.8726412456849106,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116771248,LOC116771463,1.1671293814947594,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116772220,LOC116765967,0.6419590973084599,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116772220,LOC116765649,0.6198694541102423,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116772220,LOC116765957,0.7542071297813597,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116772220,LOC116765963,0.7204583486661132,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116772220,LOC116765962,0.7662861858201079,3.175579878447964,0.241305907944795,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116772220,LOC116771918,1.0149852602925264,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116765966,LOC116765649,0.5043016467187587,3.087200579013402,0.1633524074033187,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116765966,LOC116765967,0.5036152697218583,3.1088692639355644,0.1619930678861433,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116765966,LOC116765957,0.5238583192681708,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116765966,LOC116765963,0.6136110979997259,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116765966,LOC116765962,0.6303128244712363,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116765966,LOC116777838,0.9505204977795848,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116765966,LOC116771918,1.0162622514124466,4.213357139519334,0.2412001208918129,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116777789,LOC133318728,0.9418753370261524,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116777789,LOC116768776,0.923241876709358,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776900,LOC116776742,0.0033845777365925,0.069083320371161,0.0489926905424988,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776900,LOC116776743,0.0401933693101799,0.1592443167860058,0.2524006515359175,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776900,LOC116776731,0.431256815167214,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776900,LOC116767771,0.9168450559814538,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776900,LOC116773391,1.0028533041570142,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776900,LOC116773499,1.0188394987576412,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776900,LOC133320404,1.0070334038687323,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116776900,LOC116773643,1.0290563182680248,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773499,LOC116773391,0.3590481780216392,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773499,LOC133320404,0.4625561555366381,2.97614495767139,0.1554212453074038,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773499,LOC116773643,0.496702930854879,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773499,LOC116776742,1.0139996592796987,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773499,LOC116776743,1.0038336395341283,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116774064,LOC116770099,1.183777307407731,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC116776663,0.8517321322792006,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC116765954,0.890035492097716,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC116776387,0.8455973925339906,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC116778030,0.8697996435606608,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC116777418,0.8160665931234778,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC116777419,0.8635886513484956,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC116767757,0.8543485376280711,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC133319384,0.8734204400237849,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC116767957,0.8686831603602345,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC116769661,0.8787921632046767,2.079986401856356,0.4224989944262944,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC116768043,0.9766210194082634,3.2768184143117303,0.2980394077202459,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC116767121,0.9004785784962397,4.136444934847239,0.2176938391975705,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC116769370,0.9852249672412676,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC116768833,1.016739187196758,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC116765849,1.278861058594959,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116773130,LOC116766579,1.2028767426640743,3.1888398923500505,0.3772145304471844,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116772519,LOC116779498,0.8108364052711093,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116772519,LOC116773049,0.8292558486842995,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116772519,LOC116770452,0.8711052258903518,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116772519,LOC116768301,0.8889664398827785,-1.0,inf,GCF_018135715.1,帝王蝶 (Danaus plexippus)
LOC116772519,LOC116768958,0.8739279903551855,2.5854663666468123,0.3380156097287064,GCF_018135715.1,帝王蝶 (Danaus plexippus)
